Date,Adj Close SPY
12/7/2006,139.34
12/8/2006,139.59
12/11/2006,140
12/12/2006,139.89
12/13/2006,140.04
12/14/2006,141.27
12/15/2006,140.5
12/18/2006,140.12
12/19/2006,140.38
12/20/2006,140.31
12/21/2006,139.79
12/22/2006,138.93
12/26/2006,139.75
12/27/2006,140.67
12/28/2006,140.37
12/29/2006,139.79
1/3/2007,139.55
1/4/2007,139.84
1/5/2007,138.73
1/8/2007,139.37
1/9/2007,139.25
1/10/2007,139.71
1/11/2007,140.33
1/12/2007,141.39
1/16/2007,141.11
1/17/2007,141.17
1/18/2007,140.7
1/19/2007,140.98
1/22/2007,140.54
1/23/2007,140.96
1/24/2007,142.09
1/25/2007,140.42
1/26/2007,140.3
1/29/2007,140.22
1/30/2007,140.95
1/31/2007,141.89
2/1/2007,142.74
2/2/2007,142.94
2/5/2007,142.98
2/6/2007,143.02
2/7/2007,143.34
2/8/2007,143.15
2/9/2007,142.08
2/12/2007,141.6
2/13/2007,142.79
2/14/2007,143.73
2/15/2007,143.92
2/16/2007,143.85
2/20/2007,144.15
2/21/2007,144.1
2/22/2007,143.99
2/23/2007,143.42
2/26/2007,143.3
2/27/2007,137.7
2/28/2007,139.11
3/1/2007,138.7
3/2/2007,136.88
3/5/2007,135.58
3/6/2007,137.9
3/7/2007,137.76
3/8/2007,138.92
3/9/2007,138.96
3/12/2007,139.17
3/13/2007,136.47
3/14/2007,137.48
3/15/2007,137.67
3/16/2007,137.28
3/19/2007,138.94
3/20/2007,139.7
3/21/2007,142
3/22/2007,141.89
3/23/2007,142.1
3/26/2007,141.91
3/27/2007,141.58
3/28/2007,140.54
3/29/2007,140.69
3/30/2007,140.72
4/2/2007,140.88
4/3/2007,142.4
4/4/2007,142.56
4/5/2007,142.94
4/9/2007,143.14
4/10/2007,143.31
4/11/2007,142.72
4/12/2007,143.36
4/13/2007,144.01
4/16/2007,145.38
4/17/2007,145.77
4/18/2007,145.95
4/19/2007,145.91
4/20/2007,147.28
4/23/2007,146.73
4/24/2007,146.79
4/25/2007,148.14
4/26/2007,148.3
4/27/2007,148.19
4/30/2007,146.96
5/1/2007,147.33
5/2/2007,148.2
5/3/2007,149
5/4/2007,149.56
5/7/2007,149.59
5/8/2007,149.39
5/9/2007,149.8
5/10/2007,148.23
5/11/2007,149.5
5/14/2007,149.18
5/15/2007,149.22
5/16/2007,150.24
5/17/2007,149.94
5/18/2007,151.25
5/21/2007,151.24
5/22/2007,151.05
5/23/2007,151.07
5/24/2007,149.7
5/25/2007,150.33
5/29/2007,150.87
5/30/2007,152.1
5/31/2007,151.94
6/1/2007,152.69
6/4/2007,152.71
6/5/2007,152.11
6/6/2007,150.47
6/7/2007,147.76
6/8/2007,149.68
6/11/2007,149.94
6/12/2007,148.3
6/13/2007,150.52
6/14/2007,151.49
6/15/2007,152.35
6/18/2007,152.17
6/19/2007,152.55
6/20/2007,150.43
6/21/2007,151.26
6/22/2007,149.84
6/25/2007,149.12
6/26/2007,147.59
6/27/2007,149.69
6/28/2007,149.67
6/29/2007,149.72
7/2/2007,151.07
7/3/2007,151.62
7/5/2007,151.46
7/6/2007,152.26
7/9/2007,152.38
7/10/2007,150.21
7/11/2007,151.27
7/12/2007,153.66
7/13/2007,154.12
7/16/2007,154.1
7/17/2007,154.02
7/18/2007,153.74
7/19/2007,154.34
7/20/2007,152.78
7/23/2007,153.24
7/24/2007,150.59
7/25/2007,150.89
7/26/2007,147.32
7/27/2007,144.42
7/30/2007,146.68
7/31/2007,145.03
8/1/2007,145.74
8/2/2007,146.9
8/3/2007,143.12
8/6/2007,145.52
8/7/2007,147.07
8/8/2007,149.12
8/9/2007,144.7
8/10/2007,144.03
8/13/2007,144.54
8/14/2007,142.33
8/15/2007,140.37
8/16/2007,141.43
8/17/2007,144.03
8/20/2007,143.96
8/21/2007,144.25
8/22/2007,145.96
8/23/2007,145.83
8/24/2007,147.63
8/27/2007,146.26
8/28/2007,143.04
8/29/2007,145.85
8/30/2007,145.46
8/31/2007,146.89
9/4/2007,148.38
9/5/2007,147.09
9/6/2007,147.43
9/7/2007,145.38
9/10/2007,145.1
9/11/2007,146.79
9/12/2007,147.17
9/13/2007,148.21
9/14/2007,148.2
9/17/2007,147.4
9/18/2007,151.74
9/19/2007,152.64
9/20/2007,151.56
9/21/2007,151.97
9/24/2007,151.69
9/25/2007,151.39
9/26/2007,152.19
9/27/2007,153.09
9/28/2007,152.58
10/1/2007,154.3
10/2/2007,154.09
10/3/2007,153.78
10/4/2007,154.02
10/5/2007,155.85
10/8/2007,155.02
10/9/2007,156.48
10/10/2007,156.22
10/11/2007,155.47
10/12/2007,156.33
10/15/2007,155.01
10/16/2007,153.78
10/17/2007,154.25
10/18/2007,153.69
10/19/2007,149.67
10/22/2007,150.54
10/23/2007,151.76
10/24/2007,151.48
10/25/2007,151.84
10/26/2007,153.62
10/29/2007,154.13
10/30/2007,153.06
10/31/2007,154.65
11/1/2007,151.03
11/2/2007,151.2
11/5/2007,150.05
11/6/2007,152.07
11/7/2007,147.91
11/8/2007,147.16
11/9/2007,145.14
11/12/2007,143.7
11/13/2007,148.08
11/14/2007,147.67
